Species 1,Species 2,Dist
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1868725869
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1941221964
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1941221964
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1941221964
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1941221964
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1941221964
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1948955916
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0000000000
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0007704160
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0287713841
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2158555730
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2114330462
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2138953942
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2170179547
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0272161742
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2158555730
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2131147541
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0279937792
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0272161742
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0264385692
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0295489891
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0272161742
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0482115086
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0326594090
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0279937792
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0272161742
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2131147541
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2123341140
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2170179547
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2170179547
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2162373146
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2193598751
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2170179547
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2185792350
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2170179547
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2185792350
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2185792350
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2123341140
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2177985948
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2185792350
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2166405024
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2174254317
MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.2166405024
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0287713841
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2158555730
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2114330462
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2138953942
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2170179547
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0272161742
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2158555730
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2131147541
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0279937792
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0272161742
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0264385692
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0295489891
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0272161742
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0482115086
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0326594090
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0279937792
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0272161742
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2131147541
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2123341140
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2170179547
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2170179547
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2162373146
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2193598751
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2170179547
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2185792350
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2170179547
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2185792350
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2185792350
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2123341140
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2177985948
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2185792350
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2166405024
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2174254317
MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.2166405024
MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0000000000
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0272161742
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2158555730
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2106499608
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2131147541
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2162373146
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0256609642
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2158555730
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2123341140
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0279937792
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0256609642
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0248833593
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0279937792
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0256609642
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0482115086
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0311041991
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0279937792
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0256609642
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2123341140
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2115534738
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2162373146
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2162373146
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2154566745
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2185792350
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2162373146
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2177985948
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2162373146
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2177985948
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2177985948
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2115534738
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2170179547
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2177985948
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2166405024
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2174254317
MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.2166405024
MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0031104199
MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,MT906853 human BRA 2014 Hu-BRA-TO-207-2014 BRA-TO-207 stool serotype 4,0.0031104199
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.2201405152
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.1969111969
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.0329501916
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.0351413293
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.0397249809
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.2201405152
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.1637202152
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.1637202152
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.1984555985
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT267483 human ZAF 2015 SA6118 NA Fecal-Specimen serotype 3,0.1675634128
