Position in MW485042_human_KEN_2019_KLF-HAstV2-005-2, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
2205,1,2,0,1,0
2207,1,2,0,1,0
2209,1,2,0,1,0
2211,1,2,0,1,0
2213,1,2,0,1,0
2215,1,2,0,1,0
2217,1,2,0,1,0
2219,1,2,0,1,0
2221,1,2,0,1,0
2223,1,2,0,1,0
2225,1,2,0,1,0
2227,1,2,0,1,0
2229,1,2,0,1,0
2231,1,2,0,1,0
2233,1,2,0,1,0
2235,1,2,0,1,0
2237,1,2,0,1,0
2239,1,2,0,1,0
2241,1,2,0,1,0
2243,1,2,0,1,0
2245,1,2,0,1,0
2247,1,2,0,1,0
2249,1,2,0,1,0
2251,1,2,0,1,0
2253,1,2,0,1,0
2255,1,2,0,1,0
2257,1,2,0,1,0
2259,1,2,0,1,0
2261,1,2,0,1,0
2263,1,2,0,1,0
2265,2,2,0,1,0
2267,2,2,0,1,0
2269,2,2,0,1,0
2271,2,2,0,1,0
2273,2,2,0,1,0
2275,2,2,0,2,0
2277,2,2,0,2,0
2279,2,2,0,2,0
2281,2,2,0,2,0
2283,2,2,0,2,0
2285,2,2,0,2,0
2287,2,2,0,2,0
2289,2,2,0,2,0
2291,2,2,0,2,0
2293,2,2,0,2,0
2295,2,2,0,2,0
2297,2,2,0,2,0
2299,2,2,0,2,0
2301,2,2,0,2,0
2303,2,2,0,2,0
2305,2,2,0,2,0
2307,2,2,0,2,0
2309,2,2,0,2,0
2311,2,2,0,2,0
2313,2,2,0,2,0
2315,2,2,0,2,0
2317,2,2,0,2,0
2319,2,2,0,2,0
2321,2,2,0,2,0
2323,2,2,0,2,0
2325,2,2,0,2,0
2327,2,2,0,2,0
2329,2,2,0,2,0
2331,2,2,0,2,0
2333,2,2,0,2,0
2335,2,2,0,2,0
2337,2,2,0,2,0
2339,2,2,0,2,0
2341,2,2,0,2,0
2343,2,2,0,2,0
2345,2,2,0,2,0
2347,2,2,0,2,0
2349,2,2,0,2,0
2351,2,2,0,2,0
2353,2,2,0,2,0
2355,2,2,0,2,0
2357,2,2,0,2,0
2359,2,2,0,2,0
2361,2,2,0,2,0
2363,2,2,0,2,0
2365,2,2,0,2,0
2367,2,2,0,2,0
2369,2,2,0,2,0
2371,2,2,0,2,0
2373,2,2,0,2,0
2375,2,2,0,2,0
2377,2,2,0,2,0
2379,2,2,0,2,0
2381,2,2,0,2,0
2383,2,2,0,2,0
2385,2,2,0,2,0
2387,2,2,0,2,0
2389,2,2,0,2,0
2391,2,2,0,2,0
2393,2,2,0,2,0
2395,2,2,0,2,0
2397,2,2,0,2,0
2399,2,2,0,2,0
2401,2,2,0,2,0
2403,1,2,0,2,0
2405,1,2,0,2,0
2407,1,2,0,2,0
2409,1,2,0,2,0
2411,1,2,0,2,0
2413,1,2,0,2,0
2415,1,2,0,2,0
2417,1,2,0,2,0
2419,1,2,0,1,0
2421,1,2,0,1,0
2423,1,2,0,1,0
2425,1,2,0,1,0
2427,1,2,0,1,0
2429,1,2,0,1,0
2431,1,2,0,1,0
2433,1,2,0,1,0
2435,1,2,0,1,0
2437,1,2,0,1,0
2439,1,2,0,1,0
2441,1,2,0,1,0
2443,1,2,0,1,0
2445,1,2,0,1,0
2447,1,2,0,1,0
2449,1,2,0,1,0
2451,1,2,0,1,0
2453,1,2,0,1,0
2455,1,2,0,1,0
2457,1,2,0,1,0
2459,1,2,0,1,0
2461,1,2,0,1,0
2463,1,2,0,1,0
2465,0,2,0,1,0
2467,0,2,0,1,0
2469,0,2,0,1,0
2471,0,2,0,1,0
2473,0,2,0,1,0
2475,0,2,0,1,0
2477,0,2,0,1,0
2479,0,2,0,1,0
2481,0,2,0,1,0
2483,0,2,0,1,0
2485,0,2,0,1,0
2487,0,2,0,1,0
2489,0,2,0,1,0
2491,0,2,0,1,0
2493,0,2,0,1,0
2495,0,2,0,1,0
2497,0,2,0,1,0
2499,0,2,0,1,0
2501,0,2,0,1,0
2503,0,2,0,1,0
2505,0,2,0,1,0
2507,0,2,0,1,0
2509,0,1,0,1,0
2511,0,2,0,1,0
2513,0,2,0,1,0
2515,0,2,0,1,0
2517,0,2,0,1,0
2519,0,2,0,1,0
2521,0,2,0,1,0
2523,0,2,0,1,0
2525,0,2,0,1,0
2527,0,2,0,1,0
2529,0,2,0,1,0
2531,0,2,0,1,0
2533,0,2,0,1,0
2535,0,2,0,1,0
2537,0,2,0,1,0
2539,0,2,0,1,0
2541,0,2,0,1,0
2543,0,2,0,1,0
2545,0,2,0,1,0
2547,0,2,0,1,0
2549,0,2,0,1,0
2551,0,2,0,1,0
2553,0,2,0,1,0
2555,0,1,0,1,0
2557,0,1,0,1,0
2559,0,1,0,1,0
2561,0,1,0,1,0
2563,0,1,0,1,0
2565,0,2,0,1,0
2567,0,2,0,1,0
2569,0,2,0,1,0
2571,0,2,0,1,0
2573,0,2,0,1,0
2575,0,2,0,1,0
2577,0,2,0,1,0
2579,0,2,0,1,0
2581,0,2,0,1,0
2583,0,2,0,1,0
2585,0,2,0,1,0
2587,0,2,0,1,0
2589,0,2,0,1,0
2591,0,2,0,1,0
2593,0,2,0,1,0
2595,0,2,0,1,0
2597,0,2,0,1,0
2599,0,2,0,1,0
2601,0,2,0,1,0
2603,0,2,0,1,0
2605,0,2,0,1,0
2607,0,2,0,1,0
2609,0,2,0,1,0
2611,0,2,0,1,0
2613,0,2,0,1,0
2615,0,2,0,1,0
2617,0,2,0,1,0
2619,0,2,0,1,0
2621,0,2,0,1,0
2623,0,2,0,1,0
2625,0,2,0,1,0
2627,0,2,0,1,0
2629,0,1,0,1,0
2631,0,1,0,1,0
2633,0,1,0,1,0
2635,0,1,0,1,0
2637,0,1,0,1,0
2639,0,2,0,1,0
2641,0,2,0,1,0
2643,0,2,0,1,0
2645,0,2,0,1,0
2647,0,2,0,1,0
2649,0,1,0,1,0
2651,0,1,0,1,0
2653,0,1,0,1,0
2655,0,1,0,1,0
2657,0,1,0,1,0
2659,0,1,0,1,0
2661,0,1,0,1,0
2663,0,1,0,1,0
2665,0,1,0,1,0
2667,0,1,0,1,0
2669,0,1,0,1,0
2671,0,1,0,1,0
2673,0,1,0,1,0
2675,0,1,0,1,0
2677,0,1,0,1,0
2679,0,1,0,1,0
2681,0,1,0,1,0
2683,0,1,0,1,0
2685,0,1,0,1,0
2687,0,1,0,1,0
2689,0,1,0,1,0
2691,0,1,0,1,0
2693,0,1,0,1,0
2695,0,1,0,1,0
2697,0,1,0,1,0
2699,0,1,0,1,0
2701,0,1,0,1,0
2703,0,1,0,1,0
2705,0,1,0,1,0
2707,0,1,0,1,0
2709,0,1,0,1,0
2711,0,1,0,1,0
2713,0,1,0,1,0
2715,0,1,0,1,0
2717,0,1,0,1,0
2719,0,1,0,1,0
2721,0,1,0,1,0
2723,0,1,0,1,0
2725,0,1,0,1,0
2727,0,1,0,1,0
2729,0,1,0,1,0
2731,0,1,0,1,0
2733,0,1,0,1,0
2735,0,1,0,1,0
2737,0,1,0,1,0
2739,0,1,0,1,0
2741,0,1,0,1,0
2743,0,1,0,1,0
2745,0,1,0,1,0
2747,0,1,0,1,0
2749,0,1,0,1,0
2751,0,1,0,1,0
2753,0,1,0,1,0
2755,0,1,0,1,0
2757,0,1,0,1,0
2759,0,1,0,1,0
2761,0,1,0,1,0
2763,0,1,0,1,0
2765,0,1,0,1,0
2767,0,1,0,1,0
2769,0,1,0,1,0
2771,0,1,0,1,0
2773,0,1,0,1,0
2775,0,1,0,1,0
2777,0,2,0,1,0
2779,0,2,0,1,0
2781,0,2,0,1,0
2783,0,2,0,1,0
2785,0,2,0,1,0
2787,0,2,0,1,0
2789,0,2,0,1,0
2791,0,2,0,1,0
2793,0,2,0,1,0
2795,0,2,0,1,0
2797,0,2,0,1,0
2799,0,2,0,1,0
2801,0,2,0,1,0
2803,0,2,0,1,0
2805,0,2,0,1,0
2807,0,2,0,1,0
2809,0,2,0,1,0
2811,0,2,0,1,0
2813,0,2,0,1,0
2815,0,2,0,1,0
2817,0,2,0,1,0
2819,0,2,0,1,0
2821,0,2,0,1,0
2823,0,2,0,1,0
2825,0,2,0,1,0
2827,0,2,0,1,0
2829,0,2,0,1,0
2831,0,2,0,1,0
2833,0,2,0,1,0
2835,0,2,0,1,0
2837,0,2,0,1,0
2839,0,2,0,1,0
2841,0,2,0,1,0
2843,0,2,0,1,0
2845,0,2,0,1,0
2847,0,2,0,1,0
2849,0,2,0,1,0
2851,0,2,0,1,0
2853,0,2,0,1,0
2855,0,2,0,1,0
2857,0,2,0,1,0
2859,0,2,0,1,0
2861,0,2,0,1,0
2863,0,2,0,1,0
2865,0,2,0,1,0
2867,0,2,0,1,0
2869,0,2,0,1,0
2871,0,2,0,1,0
2873,0,2,0,1,0
2875,0,2,0,1,0
2877,0,2,0,1,0
2879,0,2,0,1,0
2881,0,2,0,1,0
2883,0,2,0,1,0
2885,0,2,0,1,0
2887,0,2,0,1,0
2889,0,2,0,1,0
2891,0,2,0,1,0
2893,0,2,0,1,0
2895,0,2,0,1,0
2897,0,2,0,1,0
2899,0,2,0,1,0
2901,0,2,0,1,0
2903,0,2,0,1,0
2905,0,2,0,1,0
2907,0,2,0,1,0
2909,0,2,0,1,0
2911,0,2,0,1,0
2913,0,2,0,1,0
2915,0,2,0,1,0
2917,0,2,0,1,0
2919,0,2,0,1,0
2921,0,2,0,1,0
2923,0,2,0,1,0
2925,0,2,0,1,0
2927,0,2,0,1,0
2929,0,2,0,1,0
2931,0,2,0,1,0
2933,0,2,0,1,0
2935,0,2,0,1,0
2937,0,2,0,1,0
2939,0,2,0,1,0
2941,0,2,0,1,0
2943,0,2,0,1,0
2945,0,2,0,1,0
2947,0,2,0,1,0
2949,0,2,0,1,0
2951,0,2,0,1,0
2953,0,2,0,1,0
2955,0,2,0,1,0
2957,0,2,0,1,0
2959,0,2,0,1,0
2961,0,2,0,1,0
2963,0,2,0,1,0
2965,0,2,0,1,0
2967,0,2,0,1,0
2969,0,2,0,1,0
2971,0,2,0,1,0
2973,0,2,0,1,0
2975,0,2,0,1,0
2977,0,2,0,1,0
2979,0,2,0,1,0
2981,0,2,0,1,0
2983,0,2,0,1,0
2985,0,2,0,1,0
2987,0,2,0,1,0
2989,0,2,0,1,0
2991,0,2,0,1,0
2993,0,2,0,1,0
2995,0,2,0,1,0
2997,0,2,0,1,0
2999,0,2,0,1,0
3001,0,2,0,1,0
3003,0,2,0,1,0
3005,0,2,0,1,0
3007,0,2,0,1,0
3009,0,2,0,1,0
3011,0,2,0,1,0
3013,0,2,0,1,0
3015,0,2,0,1,0
3017,0,2,0,1,0
3019,0,2,0,1,0
3021,0,2,0,1,0
3023,0,2,0,1,0
3025,0,2,0,1,0
3027,0,2,0,1,0
3029,0,2,0,1,0
3031,0,2,0,1,0
3033,0,2,0,1,0
3035,0,2,0,1,0
3037,0,2,0,1,0
3039,0,2,0,1,0
3041,0,2,0,1,0
3043,0,2,0,1,0
3045,0,2,0,1,0
3047,0,2,0,1,0
3049,0,2,0,1,0
3051,0,2,0,1,0
3053,0,2,0,1,0
3055,0,2,0,1,0
3057,0,2,0,1,0
3059,0,2,0,1,0
3061,0,2,0,1,0
3063,0,2,0,1,0
3065,0,2,0,1,0
3067,0,2,0,1,0
3069,0,2,0,1,0
3071,0,2,0,1,0
3073,0,2,0,1,0
3075,0,2,0,1,0
3077,0,2,0,1,0
3079,0,2,0,1,0
3081,0,2,0,1,0
3083,0,2,0,1,0
3085,0,2,0,1,0
3087,0,2,0,1,0
3089,0,2,0,1,0
3091,0,2,0,1,0
3093,0,2,0,1,0
3095,0,2,0,1,0
3097,0,2,0,1,0
3099,0,2,0,1,0
3101,0,2,0,1,0
3103,0,2,0,1,0
3105,0,2,0,1,0
3107,0,2,0,1,0
3109,0,2,0,1,0
3111,0,2,0,1,0
3113,0,2,0,1,0
3115,0,2,0,1,0
3117,0,2,0,1,0
3119,0,2,0,1,0
3121,0,2,0,1,0
3123,0,2,0,1,0
3125,0,2,0,1,0
3127,0,2,0,1,0
3129,0,1,0,1,0
3131,0,1,0,1,0
3133,0,1,0,1,0
3135,0,1,0,1,0
3137,0,1,0,1,0
3139,0,2,0,1,0
3141,0,2,0,1,0
3143,0,1,0,1,0
3145,0,2,0,1,0
3147,0,2,0,1,0
3149,0,2,0,1,0
3151,0,2,0,1,0
3153,0,1,0,1,0
3155,0,1,0,1,0
3157,0,1,0,1,0
3159,0,1,0,1,0
3161,0,2,0,1,0
3163,0,2,0,1,0
3165,0,2,0,1,0
3167,0,2,0,1,0
3169,0,2,0,1,0
3171,0,2,0,1,0
3173,0,2,0,1,0
3175,0,2,0,1,0
3177,0,2,0,1,0
3179,0,2,0,1,0
3181,0,2,0,1,0
3183,0,2,0,1,0
3185,0,2,0,1,0
3187,0,2,0,1,0
3189,0,2,0,1,0
3191,0,1,0,1,0
3193,0,1,0,1,0
3195,0,1,0,1,0
3197,0,2,0,1,0
3199,0,2,0,1,0
3201,0,1,0,1,0
3203,0,1,0,1,0
3205,0,1,0,1,0
3207,0,1,0,1,0
3209,0,1,0,1,0
3211,0,1,0,1,0
3213,0,1,0,1,0
3215,0,1,0,1,0
3217,0,1,0,1,0
3219,0,1,0,1,0
3221,0,1,0,1,0
3223,0,1,0,1,0
3225,0,1,0,1,0
3227,0,1,0,1,0
3229,0,1,0,1,0
3231,0,1,0,1,0
3233,0,1,0,1,0
3235,0,1,0,1,0
3237,0,1,0,1,0
3239,0,1,0,1,0
3241,0,1,0,1,0
3243,0,1,0,1,0
3245,0,1,0,1,0
3247,0,1,0,1,0
3249,0,1,0,1,0
3251,0,1,0,1,0
3253,0,1,0,1,0
3255,0,1,0,1,0
3257,0,1,0,1,0
3259,0,1,0,1,0
3261,0,1,0,1,0
3263,0,1,0,1,0
3265,0,1,0,1,0
3267,0,1,0,1,0
3269,0,1,0,1,0
3271,0,1,0,1,0
3273,0,1,0,1,0
3275,0,1,0,1,0
3277,0,1,0,1,0
3279,0,1,0,1,0
3281,0,1,0,1,0
3283,0,1,0,1,0
3285,0,1,0,1,0
3287,0,1,0,1,0
3289,0,1,0,1,0
3291,0,1,0,1,0
3293,0,1,0,1,0
3295,0,1,0,1,0
3297,0,2,0,1,0
3299,0,2,0,1,0
3301,0,2,0,1,0
3303,0,2,0,1,0
3305,0,2,0,1,0
3307,0,2,0,1,0
3309,0,2,0,1,0
3311,0,2,0,1,0
3313,0,2,0,1,0
3315,0,2,0,1,0
3317,0,1,0,1,0
3319,0,1,0,1,0
3321,0,1,0,1,0
3323,0,1,0,1,0
3325,0,1,0,1,0
3327,0,1,0,1,0
3329,0,1,0,1,0
3331,0,1,0,1,0
3333,0,1,0,1,0
3335,0,1,0,1,0
3337,0,1,0,1,0
3339,0,1,0,1,0
3341,0,1,0,1,0
3343,0,1,0,1,0
3345,0,1,0,1,0
3347,0,1,0,1,0
3349,0,1,0,1,0
3351,0,1,0,1,0
3353,0,1,0,1,0
3355,0,1,0,1,0
3357,0,1,0,1,0
3359,0,2,0,1,0
3361,0,2,0,1,0
3363,0,2,0,1,0
3365,0,2,0,1,0
3367,0,2,0,1,0
3369,0,2,0,1,0
3371,0,2,0,1,0
3373,0,2,0,1,0
3375,0,2,0,1,0
3377,0,2,0,1,0
3379,0,2,0,1,0
3381,0,2,0,1,0
3383,0,2,0,1,0
3385,0,2,0,1,0
3387,0,2,0,1,0
3389,0,2,0,1,0
3391,0,2,0,1,0
3393,0,2,0,1,0
3395,0,2,0,1,0
3397,0,2,0,1,0
3399,0,1,0,1,0
3401,0,1,0,1,0
3403,0,1,0,1,0
3405,0,1,0,1,0
3407,0,1,0,1,0
3409,0,1,0,1,0
3411,0,1,0,1,0
3413,0,1,0,1,0
3415,0,1,0,1,0
3417,0,1,0,1,0
3419,0,1,0,1,0
3421,0,1,0,1,0
3423,0,1,0,1,0
3425,0,1,0,1,0
3427,0,1,0,1,0
3429,0,1,0,1,0
3431,0,1,0,1,0
3433,0,1,0,1,0
3435,0,1,0,1,0
3437,0,1,0,1,0
3439,0,1,0,1,0
3441,0,1,0,1,0
3443,0,1,0,1,0
3445,0,1,0,1,0
3447,0,1,0,1,0
3449,0,1,0,1,0
3451,0,1,0,1,0
3453,0,1,0,1,0
3455,0,1,0,1,0
3457,0,1,0,1,0
3459,0,1,0,1,0
3461,0,1,0,1,0
3463,0,1,0,1,0
3465,0,1,0,1,0
3467,0,1,0,1,0
3469,0,1,0,1,0
3471,0,1,0,1,0
3473,0,1,0,1,0
3475,0,1,0,1,0
3477,0,1,0,1,0
3479,0,1,0,1,0
3481,0,1,0,1,0
3483,0,1,0,1,0
3485,0,1,0,1,0
3487,0,1,0,1,0
3489,0,1,0,1,0
3491,0,1,0,1,0
3493,0,1,0,1,0
3495,0,1,0,1,0
3497,0,1,0,1,0
3499,0,1,0,1,0
3501,0,1,0,1,0
3503,0,2,0,1,0
3505,0,2,0,1,0
3507,0,2,0,1,0
3509,0,2,0,1,0
3511,0,2,0,1,0
3513,0,2,0,1,0
3515,0,2,0,1,0
3517,0,2,0,1,0
3519,0,2,0,1,0
3521,0,2,0,1,0
3523,0,2,0,1,0
3525,0,2,0,1,0
3527,0,2,0,1,0
3529,0,2,0,1,0
3531,0,2,0,1,0
3533,0,2,0,1,0
3535,0,2,0,1,0
3537,0,2,0,1,0
3539,0,2,0,1,0
3541,0,2,0,1,0
3543,0,2,0,1,0
3545,0,2,0,1,0
3547,0,2,0,1,0
3549,0,2,0,1,0
3551,0,2,0,1,0
3553,0,2,0,1,0
3555,0,2,0,1,0
3557,0,2,0,1,0
3559,0,2,0,1,0
3561,0,2,0,1,0
3563,0,1,0,1,0
3565,0,1,0,1,0
3567,0,1,0,1,0
3569,0,1,0,1,0
3571,0,1,0,1,0
3573,0,1,0,1,0
3575,0,1,0,1,0
3577,0,1,0,1,0
3579,0,1,0,1,0
3581,0,1,0,1,0
3583,0,1,0,1,0
3585,0,1,0,1,0
3587,0,1,0,1,0
3589,0,1,0,1,0
3591,0,1,0,1,0
3593,0,1,0,1,0
3595,0,1,0,1,0
3597,0,1,0,1,0
3599,0,1,0,1,0
3601,0,1,0,1,0
3603,0,1,0,1,0
3605,0,1,0,1,0
3607,0,1,0,1,0
3609,0,1,0,1,0
3611,0,1,0,1,0
3613,0,1,0,1,0
3615,0,1,0,1,0
3617,0,1,0,1,0
3619,0,1,0,1,0
3621,0,1,0,1,0
3623,0,2,0,1,0
3625,0,2,0,1,0
3627,0,2,0,1,0
3629,0,2,0,1,0
3631,0,2,0,1,0
3633,0,2,0,1,0
3635,0,2,0,1,0
3637,0,2,0,1,0
3639,0,2,0,1,0
3641,0,2,0,1,0
3643,0,2,0,1,0
3645,0,2,0,1,0
3647,0,2,0,1,0
3649,0,2,0,1,0
3651,0,2,0,1,0
3653,0,1,0,1,0
3655,0,1,0,1,0
3657,0,1,0,1,0
3659,0,1,0,1,0
3661,0,1,0,1,0
3663,0,2,0,1,0
3665,0,2,0,1,0
3667,0,2,0,1,0
3669,0,2,0,1,0
3671,0,2,0,1,0
3673,0,2,0,1,0
3675,0,2,0,1,0
3677,0,2,0,1,0
3679,0,2,0,1,0
3681,0,2,0,1,0
3683,0,2,0,1,0
3685,0,2,0,1,0
3687,0,2,0,1,0
3689,0,2,0,1,0
3691,0,2,0,1,0
3693,0,2,0,1,0
3695,0,2,0,1,0
3697,0,2,0,1,0
3699,0,2,0,1,0
3701,0,2,0,1,0
3703,0,2,0,1,0
3705,0,2,0,1,0
3707,0,1,0,1,0
3709,0,1,0,1,0
3711,0,1,0,1,0
3713,0,1,0,1,0
3715,0,1,0,1,0
3717,0,1,0,1,0
3719,0,1,0,1,0
3721,0,1,0,1,0
3723,0,1,0,1,0
3725,0,1,0,1,0
3727,0,1,0,1,0
3729,0,1,0,1,0
3731,0,1,0,1,0
3733,0,1,0,1,0
3735,0,1,0,1,0
3737,0,1,0,1,0
3739,0,1,0,1,0
3741,0,1,0,1,0
3743,0,1,0,1,0
3745,0,1,0,1,0
3747,0,1,0,1,0
3749,0,1,0,1,0
3751,0,1,0,1,0
3753,0,1,0,1,0
3755,0,1,0,1,0
3757,0,1,0,1,0
3759,0,1,0,1,0
3761,0,1,0,1,0
3763,0,1,0,1,0
3765,0,1,0,1,0
3767,0,1,0,1,0
3769,0,1,0,1,0
3771,0,1,0,1,0
3773,0,1,0,1,0
3775,0,1,0,1,0
3777,0,1,0,1,0
3779,0,1,0,1,0
3781,0,1,0,1,0
3783,0,1,0,1,0
3785,0,1,0,1,0
3787,0,1,0,1,0
3789,0,1,0,1,0
3791,0,1,0,1,0
3793,0,1,0,1,0
3795,0,1,0,1,0
3797,0,1,0,1,0
3799,0,1,0,1,0
3801,0,1,0,1,0
3803,0,1,0,1,0
3805,0,1,0,1,0
3807,0,1,0,1,0
3809,0,1,0,1,0
3811,0,1,0,1,0
3813,0,1,0,1,0
3815,0,1,0,1,0
3817,0,1,0,1,0
3819,0,1,0,1,0
3821,0,1,0,1,0
3823,0,1,0,1,0
3825,0,1,0,1,0
3827,0,1,0,1,0
3829,0,1,0,1,0
3831,0,1,0,1,0
3833,0,1,0,1,0
3835,0,1,0,1,0
3837,0,1,0,1,0
3839,0,2,0,1,0
3841,0,2,0,1,0
3843,0,2,0,1,0
3845,0,2,0,1,0
3847,0,2,0,1,0
3849,0,2,0,1,0
3851,0,2,0,1,0
3853,0,2,0,1,0
3855,0,2,0,1,0
3857,0,2,0,1,0
3859,0,2,0,1,0
3861,0,2,0,1,0
3863,0,1,0,1,0
3865,0,1,0,1,0
3867,0,1,0,1,0
3869,0,1,0,1,0
3871,0,1,0,1,0
3873,0,1,0,1,0
3875,0,1,0,1,0
3877,0,1,0,1,0
3879,0,2,0,1,0
3881,0,2,0,1,0
3883,0,2,0,1,0
3885,0,2,0,1,0
3887,0,2,0,1,0
3889,0,2,0,1,0
3891,0,2,0,1,0
3893,0,2,0,1,0
3895,0,2,0,1,0
3897,0,2,0,1,0
3899,0,1,0,1,0
3901,0,1,0,1,0
3903,0,1,0,1,0
3905,0,1,0,1,0
3907,0,1,0,1,0
3909,0,1,0,1,0
3911,0,1,0,1,0
3913,0,1,0,1,0
3915,0,2,0,1,0
3917,0,2,0,1,0
3919,0,2,0,1,0
3921,0,2,0,1,0
3923,0,2,0,1,0
3925,0,2,0,1,0
3927,0,2,0,1,0
3929,0,2,0,1,0
3931,0,2,0,1,0
3933,0,2,0,1,0
3935,0,2,0,1,0
3937,0,2,0,1,0
3939,0,2,0,1,0
3941,0,2,0,1,0
3943,0,2,0,1,0
3945,0,2,0,1,0
3947,0,2,0,1,0
3949,0,2,0,1,0
3951,0,2,0,1,0
3953,0,2,0,1,0
3955,0,2,0,1,0
3957,0,2,0,1,0
3959,0,2,0,1,0
3961,0,2,0,1,0
3963,0,2,0,1,0
3965,0,2,0,1,0
3967,0,2,0,1,0
3969,0,2,0,1,0
3971,0,2,0,1,0
3973,0,2,0,1,0
3975,0,2,0,1,0
3977,0,2,0,1,0
3979,0,2,0,1,0
3981,0,2,0,1,0
3983,0,2,0,1,0
3985,0,2,0,1,0
3987,0,2,0,1,0
3989,0,2,0,1,0
3991,0,2,0,1,0
3993,0,2,0,1,0
3995,0,2,0,1,0
3997,0,2,0,1,0
3999,0,2,0,1,0
4001,0,2,0,1,0
4003,0,2,0,1,0
4005,0,2,0,1,0
4007,0,2,0,1,0
4009,0,2,0,1,0
4011,0,2,0,1,0
4013,0,2,0,1,0
4015,0,2,0,1,0
4017,0,2,0,1,0
4019,0,2,0,1,0
4021,0,2,0,1,0
4023,0,2,0,1,0
4025,0,2,0,1,0
4027,0,2,0,1,0
4029,0,2,0,1,0
4031,0,2,0,1,0
4033,0,2,0,1,0
4035,0,2,0,1,0
4037,0,2,0,1,0
4039,0,2,0,1,0
4041,0,2,0,1,0
4043,0,2,0,1,0
4045,0,2,0,1,0
4047,0,2,0,1,0
4049,0,2,0,1,0
4051,0,2,0,1,0
4053,0,2,0,1,0
4055,0,2,0,1,0
4057,0,2,0,1,0
4059,0,2,0,1,0
4061,0,2,0,1,0
4063,0,2,0,1,0
4065,0,2,0,1,0
4067,0,2,0,1,0
4069,0,2,0,1,0
4071,0,2,0,1,0
4073,0,2,0,1,0
4075,0,2,0,1,0
4077,0,2,0,1,0
4079,0,2,0,1,0
4081,0,2,0,1,0
4083,0,2,0,1,0
4085,0,2,0,1,0
4087,0,2,0,1,0
4089,0,2,0,1,0
4091,0,2,0,1,0
4093,0,2,0,1,0
4095,0,2,0,1,0
4097,0,2,0,1,0
4099,0,2,0,1,0
4101,0,2,0,1,0
4103,0,2,0,1,0
4105,0,2,0,1,0
4107,0,2,0,1,0
4109,0,2,0,1,0
4111,0,2,0,1,0
4113,0,2,0,1,0
4115,0,2,0,1,0
4117,0,2,0,1,0
4119,0,2,0,1,0
4121,0,2,0,1,0
4123,0,2,0,1,0
4125,0,2,0,1,0
4127,0,2,0,1,0
4129,0,2,0,1,0
4131,0,2,0,1,0
4133,0,1,0,1,0
4135,0,1,0,1,0
4137,0,1,0,1,0
4139,0,1,0,1,0
4141,0,1,0,1,0
4143,0,1,0,1,0
4145,0,1,0,1,0
4147,0,1,0,1,0
4149,0,1,0,1,0
4151,0,1,0,1,0
4153,0,1,0,1,0
4155,0,1,0,1,0
4157,0,1,0,1,0
4159,0,1,0,1,0
4161,0,1,0,1,0
4163,0,1,0,1,0
4165,0,1,0,1,0
4167,0,1,0,1,0
4169,0,1,0,1,0
4171,0,1,0,1,0
4173,0,1,0,1,0
4175,0,1,0,1,0
4177,0,1,0,1,0
4179,0,1,0,1,0
4181,0,1,0,1,0
4183,0,1,0,1,0
4185,0,1,0,1,0
4187,0,1,0,1,0
4189,0,1,0,1,0
4191,0,1,0,1,0
4193,0,1,0,1,0
4195,0,1,0,1,0
4197,0,1,0,1,0
4199,0,1,0,1,0
4201,0,1,0,1,0
4203,0,1,0,1,0
4205,0,1,0,1,0
4207,0,1,0,1,0
4209,0,1,0,1,0
4211,0,1,0,1,0
4213,0,1,0,1,0
4215,0,1,0,1,0
4217,0,1,0,1,0
4219,0,1,0,1,0
4221,0,1,0,1,0
4223,0,1,0,1,0
4225,0,1,0,1,0
4227,0,1,0,1,0
4229,0,1,0,1,0
4231,0,1,0,1,0
4233,0,1,0,1,0
4235,0,1,0,1,0
4237,0,1,0,1,0
4239,0,1,0,1,0
4241,0,1,0,1,0
4243,0,1,0,1,0
4245,0,1,0,1,0
4247,0,1,0,1,0
4249,0,1,0,1,0
4251,0,1,0,1,0
4253,0,1,0,1,0
4255,0,1,0,1,0
4257,0,1,0,1,0
4259,0,1,0,1,0
4261,0,1,0,1,0
4263,0,1,0,1,0
4265,0,1,0,1,0
4267,0,1,0,1,0
4269,0,1,0,1,0
4271,0,1,0,1,0
4273,0,1,0,1,0
4275,0,1,0,1,0
4277,0,1,0,1,0
4279,0,1,0,1,0
4281,0,1,0,1,0
4283,0,1,0,1,0
4285,0,1,0,1,0
4287,0,1,0,1,0
4289,0,1,0,1,0
4291,0,1,0,1,0
4293,0,1,0,1,0
4295,0,1,0,1,0
4297,0,1,0,1,0
4299,0,1,0,1,0
4301,0,1,0,1,0
4303,0,1,0,1,0
4305,0,1,0,1,0
4307,0,1,0,1,0
4309,0,1,0,1,0
4311,0,1,0,1,0
4313,0,1,0,1,0
4315,0,1,0,1,0
4317,0,1,0,1,0
4319,0,1,0,1,0
4321,0,1,0,1,0
4323,0,1,0,1,0
4325,0,1,0,1,0
4327,0,1,0,1,0
4329,0,1,0,1,0
4331,0,1,0,1,0
4333,0,1,0,1,0
4335,0,1,0,1,0
4337,0,1,0,1,0
4339,0,1,0,1,0
4341,0,1,0,1,0
4343,0,1,0,1,0
