Species 1,Species 2,Dist
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,0.1320072333
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,0.1320072333
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,0.1320072333
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,0.1324593128
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1486548108
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.0067234424
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1308284292
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1300813008
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1309846432
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1365280289
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1360759494
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.0080717489
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1248876909
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1486548108
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1477428181
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1491108071
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1481988144
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1486548108
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1203953279
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1203953279
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1356238698
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1365280289
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1365280289
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1356238698
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1356238698
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1351717902
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1369801085
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1360759494
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1351717902
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1356238698
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1305329720
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1320072333
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1320072333
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1320072333
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1320072333
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1320072333
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.1324593128
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,0.0004482295
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1481988144
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0071716719
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1308284292
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1300813008
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1314363144
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1365280289
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1360759494
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0085201794
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1248876909
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1481988144
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1472868217
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1486548108
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1477428181
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1481988144
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1203953279
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1203953279
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1356238698
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1365280289
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1365280289
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1356238698
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1356238698
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1351717902
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1369801085
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1360759494
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1351717902
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1356238698
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1305329720
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1320072333
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1320072333
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1320072333
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1320072333
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1320072333
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.1324593128
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0000000000
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,0.0004482295
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0399092971
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1363842320
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1453302961
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1468181818
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1486363636
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0385487528
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1504545455
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1495454545
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1373526745
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1359530262
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0394557823
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0390022676
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0390022676
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0399092971
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0390022676
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0517006803
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0417233560
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0394557823
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.0394557823
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1368563686
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1364046974
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1486363636
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1500000000
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1495454545
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1500000000
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1490909091
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1490909091
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1509090909
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1495454545
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1495454545
LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1495454545
LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1450000000
MT832897 human BRA 2015 MAstV-1-Hu-BRA-TO-161-2015 TO-161 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1477272727
MT832896 human BRA 2015 MAstV-1-Hu-BRA-TO-208-2015 TO-208 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1477272727
MT832895 human BRA 2015 MAstV-1-Hu-BRA-TO-171-2015 TO-171 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1477272727
MT832894 human BRA 2011 MAstV-1-Hu-BRA-TO-162-2011 TO-162 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1477272727
MT832893 human BRA 2015 MAstV-1-Hu-BRA-TO-160-2015 TO-160 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1477272727
MT832892 human BRA 2015 MAstV-1-Hu-BRA-TO-98-2015 TO-98 feces serotype 1,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1481818182
MT906859 human BRA 2014 Hu-BRA-TO-32-2014 BRA-TO-32 stool-sample serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1363842320
MT906858 human BRA 2014 Hu-BRA-TO-57-2014 BRA-TO-57 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1368373357
MT906857 human BRA 2014 Hu-BRA-TO-40-2014 BRA-TO-40 stool serotype 5,MT906855 human BRA 2014 Hu-BRA-TO-26-2014 BRA-TO-26 stool-sample serotype 4,0.1363842320
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0399092971
OR222910 human CHN 2021 NA SY2106 stool serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1363842320
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1453302961
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1468181818
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1486363636
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0385487528
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1504545455
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1495454545
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1373526745
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1359530262
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0394557823
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0390022676
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0390022676
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0399092971
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0390022676
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0517006803
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0417233560
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0394557823
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.0394557823
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1368563686
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1364046974
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,MT906854 human BRA 2015 Hu-BRA-TO-71-2015 BRA-TO-71 stool-sample serotype 4,0.1486363636
