Species 1,Species 2,Dist
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1896551724
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1881427707
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1890502117
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1899576528
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.0995160315
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1861766485
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1892014519
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1885964912
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1023681055
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.1025179856
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.0063883524
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.0075768831
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.0072797504
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,0.0127767048
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1887477314
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1863054929
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1720769462
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1716127098
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1726618705
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1872353297
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0119047619
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0119047619
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1872929840
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1053657074
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1893526921
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1895039322
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1885964912
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1892014519
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1898064126
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1032970357
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1873865699
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1893526921
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1890502117
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1020683453
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.1022182254
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0124795721
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0127767048
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0123310058
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0111424751
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,0.0132224038
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1882940109
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1878103837
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1723775173
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1719124700
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1729616307
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1867816092
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0077380952
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0077380952
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1890996688
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1067146283
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1901088929
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1905626134
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1890502117
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1899576528
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1908650938
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1004234725
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1869328494
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1901088929
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1895039322
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1041666667
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.1043165468
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0083197148
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0095082454
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0092111128
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0147080672
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0037141584
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,0.0151537662
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1879915306
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1864559819
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1719266607
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1717625899
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1725119904
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1864791289
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0055059524
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0055059524
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1877446552
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1052158273
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1896551724
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1901088929
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1885964912
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1895039322
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1904113733
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0990623109
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1866303690
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1896551724
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1890502117
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1032673861
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.1034172662
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0060912197
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0072797504
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0069826177
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0124795721
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0014856633
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0129252711
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,0.0037141584
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1873865699
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1849510910
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1701232341
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1704136691
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1714628297
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1861766485
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0111607143
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0114583333
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1853357422
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1032673861
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1884452511
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1888989716
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1878402904
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1882940109
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1892014519
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1032970357
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1860254083
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1884452511
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1882940109
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1011690647
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.1013189448
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0120338731
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0123310058
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0118853068
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0022284950
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0126281385
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0115881741
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0145595008
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,0.0123310058
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1884452511
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1869074492
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1726780884
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1723621103
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1734112710
ON571598 human CHN 2021 NA 2021-Fuzhou-37 feces serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1866303690
ON571597 human CHN 2019 NA 2019-Pingtan-42 feces serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0074404762
ON571596 human CHN 2019 NA 2019-Fuzhou-306 feces serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0075892857
ON571595 human CHN 2019 NA 2019-Fuzhou-289 feces serotype 5,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1881963264
ON571594 human CHN 2019 NA 2019-Fuzhou-26 feces serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1062649880
OP432301 human CHN 2022 NA HAstV-4-QD-L-22019 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1898064126
OP432300 human CHN 2022 NA HAstV-4-QD-S-22022 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1899576528
OP432299 human CHN 2021 NA HAstV-4-RC-21045 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1887477314
OP432298 human CHN 2022 NA HAstV-4-QD-S-22015 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1893526921
OP432297 human CHN 2022 NA HAstV-4-QD-L-22001 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1902601331
OP432296 human CHN 2021 NA HAstV-4-RC-21047 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0995160315
OP432295 human CHN 2022 NA HAstV-4-QD-F-22056 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1864791289
OP432294 human CHN 2022 NA HAstV-4-QD-L-22040 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1898064126
OP432293 human CHN 2021 NA HAstV-4-RC-21027 NA serotype 4,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1892014519
LC694997 human JPN 2018 NA HAstV1-181289-Tokyo-2018 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1043165468
LC694996 human JPN 2018 NA HAstV1-181290-Tokyo-2018 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.1044664269
LC694995 human JPN 2020 NA HAstV1-192642-Tokyo-2020 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0078869048
LC694994 human JPN 2020 NA HAstV1-193055-Tokyo-2020 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0087797619
LC694993 human JPN 2020 NA HAstV1-193061-Tokyo-2020 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0084821429
LC694992 human JPN 2021 NA HAstV1-210628-Tokyo-2021 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0139880952
LC694991 human JPN 2021 NA HAstV1-210764-Tokyo-2021 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0089285714
LC694990 human JPN 2018 NA HAstV1-181937-Tokyo-2018 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0144345238
LC694989 human JPN 2021 NA HAstV1-210956-Tokyo-2021 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0108630952
LC694988 human JPN 2021 NA HAstV1-210963-Tokyo-2021 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0086309524
LC694987 human JPN 2021 NA HAstV1-210984-Tokyo-2021 NA serotype 1,LC694986 human JPN 2022 NA HAstV1-211185-Tokyo-2022 NA serotype 1,0.0139880952
OR371570 human CHN 2022 HAstV-4-Fuzhou-2022-10 NA feces serotype 4,LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,0.1817906836
OR222910 human CHN 2021 NA SY2106 stool serotype 5,LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,0.1762141031
LC732124 human JPN 2016 Human-JPN-2016-JP14989 Child-with-acute-gastroenteritis feces serotype 3,LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,0.0169212339
LC732123 human JPN 2016 Human-JPN-2016-JP14665 Child-with-acute-gastroenteritis feces serotype 3,LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,0.0100059737
LC732122 human JPN 2016 Human-JPN-2016-JP14641 Child-with-acute-gastroenteritis feces serotype 3,LC694985 human JPN 2019 NA HAstV3-190610-Tokyo-2019 NA serotype 3,0.0116487455
